Loan.number,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
88558,18000,18000,0.1016,36 months,debt_consolidation,0.1671,NY,MORTGAGE,6666.67,685-689,16,19850,1,6 years
31714,3300,3300,0.0699,36 months,other,0.2004,IL,RENT,3333.33,760-764,10,0,2,1 year
68991,21000,21000,0.1849,60 months,other,0.1640,TX,MORTGAGE,8833.33,700-704,11,29293,0,1 year
75034,24575,24575,0.1629,36 months,debt_consolidation,0.1960,GA,MORTGAGE,5250,695-699,8,20858,2,10+ years
4532,5000,4900,0.0774,36 months,other,0.1440,OH,RENT,5166.67,750-754,8,15489,1,10+ years
67649,20000,20000,0.1629,36 months,debt_consolidation,0.2359,MI,MORTGAGE,5833.33,680-684,14,12696,1,< 1 year
34983,13250,13250,0.0662,36 months,debt_consolidation,0.2864,IL,MORTGAGE,5750,750-754,12,7174,3,8 years
4168,10000,9975,0.0859,36 months,major_purchase,0.0285,PA,MORTGAGE,10167,790-794,9,16,3,10+ years
13020,20000,19950,0.1075,36 months,debt_consolidation,0.1137,NY,RENT,8416.67,740-744,10,12283,0,3 years
28402,10000,10000,0.0849,36 months,debt_consolidation,0.1358,FL,MORTGAGE,4166.67,715-719,8,8455,0,10+ years
82112,12000,12000,0.1212,36 months,debt_consolidation,0.1466,FL,MORTGAGE,5000,710-714,11,13235,2,2 years
74368,8000,7950,0.0790,36 months,home_improvement,0.1254,IL,MORTGAGE,3500,725-729,8,6834,2,5 years
5838,11000,10950,0.0894,36 months,credit_card,0.2238,AK,MORTGAGE,4200,760-764,6,8694,4,7 years
24085,12500,12425,0.0749,36 months,debt_consolidation,0.1407,MD,RENT,8237.5,730-734,15,13261,0,6 years
102519,7500,0,0.1103,36 months,credit_card,0.1141,AL,MORTGAGE,3750,685-689,15,5148,7,6 years
85220,4825,4825,0.1016,36 months,debt_consolidation,0.1489,UT,RENT,2400,705-709,14,6109,1,1 year
29422,7550,7550,0.1689,36 months,other,0.2194,AL,RENT,2880,670-674,2,1989,1,8 years
12751,8000,7827.03,0.1435,36 months,other,0.2035,NY,RENT,4000,675-679,7,2082,0,4 years
96028,6000,6000,0.1409,36 months,debt_consolidation,0.1572,KS,RENT,5083.33,670-674,11,10373,0,4 years
104202,8000,8000,0.1557,60 months,major_purchase,0.0238,IL,RENT,5291.67,700-704,4,1252,6,5 years
10096,3000,3000,0.1459,36 months,debt_consolidation,0.2420,IL,MORTGAGE,5000,665-669,6,5527,1,5 years
51445,8000,7997.79,0.1629,36 months,debt_consolidation,0.1576,NY,RENT,3750,665-669,8,7374,1,6 years
30184,8400,8400,0.0599,36 months,credit_card,0.0870,TX,OWN,3000,750-754,6,6215,0,2 years
48402,35000,35000,0.1465,36 months,medical,0.1220,MA,MORTGAGE,14166.67,720-724,7,103354,0,8 years
50781,15000,15000,0.0790,36 months,credit_card,0.2154,NY,OWN,5000,730-734,8,21555,0,2 years
8378,7500,7475,0.1099,36 months,home_improvement,0.0751,TX,MORTGAGE,7083.33,800-804,9,2245,7,8 years
16672,24000,23665.54,0.0962,60 months,debt_consolidation,0.1741,DC,RENT,7695.08,805-809,6,1502,0,9 years
56643,21000,20975,0.2050,60 months,debt_consolidation,0.1842,NY,MORTGAGE,8083.33,680-684,11,31080,2,5 years
65889,6000,6000,0.0762,36 months,debt_consolidation,0.0933,CA,RENT,8315.67,730-734,8,6239,0,2 years
18439,4500,4500,0.0691,36 months,major_purchase,0.0058,MD,MORTGAGE,65000,725-729,7,3015,4,7 years
79217,29000,29000,0.1777,36 months,debt_consolidation,0.1570,MA,RENT,7666.67,695-699,11,23319,0,2 years
83672,20000,20000,0.1531,36 months,debt_consolidation,0.2735,CA,RENT,5250,690-694,11,11343,1,6 years
97016,7000,7000,0.1016,36 months,debt_consolidation,0.1076,IL,MORTGAGE,4341.67,695-699,11,13638,0,7 years
16867,5000,4950,0.1036,36 months,other,0.0051,NJ,RENT,2916.67,715-719,2,165,2,3 years
73664,6000,6000,0.1727,36 months,debt_consolidation,0.0691,IL,MORTGAGE,4025.67,665-669,6,6652,2,5 years
42222,10000,10000,0.1527,36 months,wedding,0.0402,IL,RENT,4480,670-674,9,7614,2,1 year
24026,3200,3200,0.1749,36 months,other,0.0137,AR,RENT,2917,665-669,4,1427,1,< 1 year
68139,23000,23000,0.1777,36 months,debt_consolidation,0.2584,MD,MORTGAGE,6625,685-689,17,19870,1,3 years
101715,5000,1750.04,0.1154,36 months,other,0.1036,NY,RENT,3416.67,670-674,17,15301,7,1 year
32974,3000,3000,0.1269,36 months,debt_consolidation,0.0312,CA,RENT,2083.33,715-719,3,844,0,3 years
19091,12000,11975,0.1074,60 months,debt_consolidation,0.1763,VA,RENT,3500,715-719,11,18808,0,5 years
57072,20000,19975,0.1399,60 months,debt_consolidation,0.3120,NY,RENT,4166.67,720-724,9,8810,0,6 years
82788,1200,1200,0.1580,36 months,debt_consolidation,0.2714,MI,RENT,2166.67,665-669,9,9076,1,3 years
33093,8000,8000,0.0662,36 months,credit_card,0.0490,FL,MORTGAGE,3000,780-784,5,6084,1,n/a
28534,10000,9975,0.1649,60 months,credit_card,0.1770,IL,MORTGAGE,5416.67,705-709,10,41329,0,10+ years
22444,11000,11000,0.1306,36 months,other,0.2242,NC,MORTGAGE,7916.67,690-694,9,34314,1,< 1 year
95117,18000,18000,0.1629,36 months,credit_card,0.1762,CA,MORTGAGE,5250,670-674,11,9379,1,5 years
30817,24000,23975,0.1749,60 months,small_business,0.0896,OR,RENT,5000,705-709,4,323,1,10+ years
84180,8000,7925,0.1875,60 months,other,0.0992,WA,MORTGAGE,5002.33,675-679,7,8421,1,10+ years
35299,6000,6000,0.1171,36 months,other,0.2145,MI,RENT,3100,685-689,18,10426,0,2 years
99867,35000,34950,0.1727,36 months,debt_consolidation,0.2274,CA,RENT,6750,675-679,15,24626,1,10+ years
16487,1000,750,0.1036,36 months,renewable_energy,0.0000,GA,MORTGAGE,1800,730-734,2,0,1,< 1 year
84283,10000,10000,0.1531,36 months,credit_card,0.2771,CA,RENT,3750,680-684,19,19385,1,3 years
83786,6000,6000,0.1580,36 months,medical,0.0794,NY,RENT,5000,670-674,7,14784,1,10+ years
85172,4000,4000,0.0603,36 months,car,0.1303,CA,RENT,2916.67,750-754,7,2860,0,5 years
41190,20000,20000,0.1171,60 months,debt_consolidation,0.1098,IL,MORTGAGE,5416.67,745-749,10,20836,0,10+ years
102580,3500,690.34,0.1412,36 months,medical,0.1019,IA,OTHER,3750,655-659,8,9771,4,10+ years
57127,24000,24000,0.1999,60 months,debt_consolidation,0.0348,AZ,RENT,8333.33,690-694,8,8224,1,5 years
70843,8000,8000,0.1409,36 months,debt_consolidation,0.1431,CA,RENT,3500,690-694,7,5074,2,4 years
73060,12000,12000,0.0662,36 months,credit_card,0.1388,MA,MORTGAGE,7125,775-779,15,20639,1,5 years
88845,17600,17600,0.0890,36 months,debt_consolidation,0.1658,CO,MORTGAGE,4166.67,750-754,8,235,1,8 years
1031,5000,512.46,0.1292,36 months,debt_consolidation,0.1629,CA,RENT,3333,665-669,11,14244,2,2 years
14556,8000,8000,0.1867,60 months,educational,0.0556,CA,RENT,2500,660-664,5,5770,2,6 years
8549,10000,9850,0.0988,36 months,debt_consolidation,0.1704,KY,MORTGAGE,4500,730-734,8,6948,2,4 years
61042,16800,16800,0.0662,36 months,debt_consolidation,0.0387,SC,OWN,16083.33,800-804,5,13470,1,8 years
13096,6500,6450,0.1038,60 months,home_improvement,0.0686,KY,MORTGAGE,2738.67,755-759,10,2345,1,8 years
70987,35000,35000,0.0790,36 months,home_improvement,0.2070,TX,MORTGAGE,12083.33,790-794,10,28864,0,10+ years
70752,9950,9950,0.1433,36 months,debt_consolidation,0.0419,NJ,MORTGAGE,4800,685-689,9,5038,1,5 years
35935,5000,5000,0.0991,36 months,debt_consolidation,0.2877,OH,RENT,3166.67,750-754,3,0,1,n/a
68413,10000,10000,0.1905,60 months,debt_consolidation,0.2839,FL,RENT,3726.67,695-699,23,10067,2,5 years
74613,6000,6000,0.1311,36 months,debt_consolidation,0.1997,PA,MORTGAGE,5833.33,685-689,6,5523,1,1 year
82673,35000,35000,0.0790,36 months,debt_consolidation,0.2027,VA,MORTGAGE,12083.33,770-774,15,35242,0,10+ years
56341,5600,5600,0.0790,36 months,debt_consolidation,0.1654,FL,RENT,1916.67,705-709,8,3373,0,5 years
32601,17000,17000,0.0790,36 months,small_business,0.0643,NJ,RENT,6250,795-799,4,1352,3,6 years
25674,15000,15000,0.1299,60 months,debt_consolidation,0.1745,NY,RENT,5666.67,715-719,13,10855,0,3 years
73376,3000,3000,0.1114,36 months,small_business,0.0170,NY,MORTGAGE,7750,685-689,7,874,0,10+ years
89741,12000,12000,0.1777,36 months,credit_card,0.0986,MA,RENT,3083.33,665-669,10,4390,0,4 years
33667,25000,25000,0.1427,36 months,debt_consolidation,0.1459,MA,MORTGAGE,9000,705-709,11,22364,3,7 years
88438,31075,31050,0.2049,36 months,credit_card,0.2618,MA,OWN,6000,660-664,20,27221,2,10+ years
77788,4750,4750,0.1433,60 months,debt_consolidation,0.2348,SC,RENT,1500,740-744,11,1687,3,< 1 year
40131,6400,6375,0.1171,36 months,credit_card,0.1488,VA,RENT,4166.67,680-684,7,15055,0,1 year
36163,25000,25000,0.0991,36 months,debt_consolidation,0.1538,FL,RENT,5500,730-734,9,11395,0,3 years
52543,5000,4975,0.0603,36 months,major_purchase,0.0643,PA,MORTGAGE,12083.33,785-789,10,792,0,5 years
27201,12000,12000,0.1199,60 months,home_improvement,0.0430,GA,MORTGAGE,3583.33,755-759,5,3942,2,2 years
60064,20000,20000,0.1972,36 months,debt_consolidation,0.1374,VA,MORTGAGE,7965,665-669,18,18809,1,7 years
39439,10000,10000,0.1596,36 months,debt_consolidation,0.1309,CA,RENT,4416.67,665-669,9,23870,1,10+ years
98321,9750,9750,0.2049,36 months,other,0.1055,WA,RENT,3033.33,660-664,13,8688,1,4 years
61683,10000,10000,0.1409,36 months,debt_consolidation,0.1502,RI,MORTGAGE,6000,685-689,13,8178,0,8 years
101987,3000,2057.84,0.1046,36 months,small_business,0.0434,IL,OWN,4350,680-684,3,8414,4,10+ years
81939,25000,25000,0.1972,60 months,debt_consolidation,0.0131,MN,MORTGAGE,5666.67,700-704,6,92,0,10+ years
9885,5000,5000,0.1422,36 months,other,0.1873,CA,MORTGAGE,8583,670-674,9,8097,1,1 year
19235,6500,6500,0.0579,36 months,credit_card,0.2284,TX,MORTGAGE,6400,730-734,11,7435,0,8 years
73893,8325,8325,0.1531,36 months,debt_consolidation,0.1522,NY,RENT,2916.67,670-674,13,7171,0,4 years
65788,20000,20000,0.1531,60 months,small_business,0.1394,FL,MORTGAGE,8333.33,710-714,15,22246,0,10+ years
70001,12000,12000,0.1212,36 months,credit_card,0.2032,AL,MORTGAGE,5166.67,710-714,9,10054,1,4 years
14243,9500,9475,0.1038,60 months,small_business,0.1364,NM,MORTGAGE,5000,755-759,10,46358,0,10+ years
16597,12000,11862.38,0.0579,60 months,debt_consolidation,0.2213,WI,MORTGAGE,4166.67,780-784,12,14464,1,10+ years
14355,7200,7200,0.1149,60 months,debt_consolidation,0.1678,CA,RENT,2944,715-719,11,5459,0,6 years
85461,8500,8500,0.1016,36 months,credit_card,0.1123,NV,MORTGAGE,6091.83,710-714,18,10568,0,3 years
76503,17475,17475,0.1905,60 months,debt_consolidation,0.2295,IL,MORTGAGE,4583.33,685-689,13,15852,3,10+ years
71743,10000,10000,0.1212,36 months,home_improvement,0.1349,TX,MORTGAGE,3113.83,690-694,9,6634,0,4 years
66429,18000,17975,0.2247,60 months,house,0.0192,FL,RENT,4583.33,660-664,6,4243,3,7 years
18916,4800,4775,0.0542,36 months,medical,0.2017,NH,MORTGAGE,7466.83,785-789,19,13461,2,4 years
40840,5000,5000,0.0790,36 months,wedding,0.1644,NC,MORTGAGE,2298.75,720-724,10,12346,0,10+ years
49985,20000,19925,0.1212,36 months,credit_card,0.1032,TX,RENT,3750,720-724,6,15762,0,2 years
91018,12300,12300,0.1531,36 months,debt_consolidation,0.1926,OH,MORTGAGE,5000,710-714,13,4460,2,10+ years
46016,28000,27950,0.2278,60 months,debt_consolidation,0.1029,LA,MORTGAGE,6125,675-679,11,18101,2,5 years
20772,1675,1675,0.1111,36 months,debt_consolidation,0.0481,CA,RENT,2080,690-694,4,1466,0,3 years
7006,7500,7500,0.1704,36 months,car,0.0492,CA,RENT,4000,685-689,3,8398,0,7 years
17832,9200,9200,0.1261,36 months,debt_consolidation,0.1542,WI,MORTGAGE,12833.33,675-679,12,17391,0,2 years
82746,8000,8000,0.1580,36 months,credit_card,0.1076,OK,MORTGAGE,4583.33,675-679,13,4084,3,2 years
28147,5000,5000,0.1099,36 months,moving,0.2325,NJ,RENT,2000,690-694,8,8339,0,< 1 year
46059,19125,19125,0.1825,60 months,other,0.1569,CA,OWN,3333.33,690-694,8,7858,0,5 years
29858,5075,5050,0.0599,36 months,debt_consolidation,0.2010,PA,MORTGAGE,5000,790-794,9,269,3,3 years
18553,7000,6975,0.0962,36 months,debt_consolidation,0.2269,IL,MORTGAGE,3275,710-714,8,14075,1,9 years
72582,5000,5000,0.1212,36 months,debt_consolidation,0.1697,WA,MORTGAGE,6800,675-679,16,25524,0,10+ years
30718,35000,33500,0.1349,60 months,small_business,0.1063,AZ,MORTGAGE,15583.33,760-764,10,9,1,6 years
50460,2225,2225,0.1465,36 months,credit_card,0.2409,WV,MORTGAGE,3250,670-674,9,26854,1,n/a
66149,4000,4000,0.1016,36 months,major_purchase,0.0458,IL,RENT,3168,715-719,5,6916,2,< 1 year
41523,16000,16000,0.0790,36 months,debt_consolidation,0.0223,CA,MORTGAGE,7083.33,740-744,11,3076,0,5 years
76858,15500,15500,0.1777,36 months,debt_consolidation,0.2760,VA,OWN,3333.33,675-679,10,8692,0,4 years
91738,16000,16000,0.1311,60 months,debt_consolidation,0.1488,OK,MORTGAGE,7916.67,695-699,9,22918,2,10+ years
21508,9000,9000,0.1306,60 months,debt_consolidation,0.0574,CA,RENT,3678.08,710-714,8,7556,2,4 years
29999,20000,18275,0.1649,60 months,wedding,0.2458,TX,MORTGAGE,6000,710-714,14,12231,3,3 years
17924,20000,19900,0.1817,60 months,credit_card,0.0972,CA,MORTGAGE,10000,685-689,8,106527,0,10+ years
46748,30000,30000,0.2278,60 months,debt_consolidation,0.2471,CA,RENT,6041.67,690-694,12,39144,0,1 year
25426,10000,10000,0.1059,36 months,debt_consolidation,0.0743,CA,RENT,3833.33,735-739,3,10187,0,10+ years
76810,14000,14000,0.1905,36 months,credit_card,0.3102,IL,MORTGAGE,5000,660-664,15,12728,3,7 years
101596,5000,4525,0.0743,36 months,other,0.0100,NY,NONE,NA,800-804,NA,NA,NA,< 1 year
76324,18000,18000,0.1531,60 months,other,0.2293,FL,RENT,5734.08,710-714,13,2819,0,4 years
48235,10000,10000,0.0662,36 months,debt_consolidation,0.1905,WA,MORTGAGE,5208.33,740-744,8,28302,0,10+ years
50533,25975,25975,0.1311,60 months,house,0.1551,WA,MORTGAGE,4583.33,735-739,6,3607,0,9 years
79478,10350,10350,0.1409,36 months,car,0.2046,NY,RENT,3333.33,690-694,10,10841,1,1 year
88920,10850,10850,0.1777,36 months,debt_consolidation,0.3390,PA,OWN,2708.33,660-664,7,9577,0,8 years
28663,4075,4075,0.0542,36 months,home_improvement,0.2341,NC,MORTGAGE,3750,770-774,6,34103,1,6 years
10761,14500,10168.89,0.1075,60 months,credit_card,0.1426,CA,MORTGAGE,3584.62,755-759,6,18555,0,10+ years
71249,12000,12000,0.1016,36 months,debt_consolidation,0.2748,VA,MORTGAGE,5000,710-714,12,10490,0,7 years
97462,1000,1000,0.2295,36 months,other,0.1978,NY,RENT,884.9,665-669,4,5561,0,n/a
101208,5900,5900,0.1311,36 months,debt_consolidation,0.1419,FL,MORTGAGE,3010,700-704,8,5921,0,10+ years
74097,9950,9925,0.1311,36 months,debt_consolidation,0.2421,MI,MORTGAGE,2500,705-709,17,16618,1,10+ years
81822,7200,7200,0.0603,36 months,debt_consolidation,0.1727,NY,MORTGAGE,3416.67,790-794,14,4838,0,10+ years
38540,14750,14750,0.1677,60 months,debt_consolidation,0.1732,NM,MORTGAGE,2500,685-689,8,11003,1,8 years
103250,5000,4975,0.1670,36 months,other,0.0267,FL,RENT,3000,690-694,4,2474,8,1 year
20785,20000,20000,0.1491,36 months,debt_consolidation,0.1943,VA,MORTGAGE,6250,715-719,12,14308,1,5 years
32636,18400,18375,0.1942,60 months,debt_consolidation,0.2253,VA,MORTGAGE,7400,705-709,14,10439,2,10+ years
2834,7200,4167.97,0.1411,36 months,other,0.1362,PA,OWN,3583,700-704,3,1621,1,1 year
45427,18000,17994.17,0.1399,60 months,debt_consolidation,0.0213,PA,MORTGAGE,4364.58,725-729,9,1721,3,3 years
83841,8000,8000,0.1212,36 months,debt_consolidation,0.2498,MA,RENT,3166.67,690-694,10,5428,0,10+ years
38903,4000,4000,0.0890,36 months,small_business,0.1316,CA,MORTGAGE,5166.67,720-724,9,7171,2,3 years
90332,6000,6000,0.1311,36 months,debt_consolidation,0.1810,NY,RENT,3750,690-694,18,14468,3,7 years
8382,6250,6100,0.1025,36 months,debt_consolidation,0.1804,FL,MORTGAGE,2400,720-724,5,14863,0,10+ years
77035,5375,5375,0.1409,36 months,car,0.1505,TX,MORTGAGE,5416.67,685-689,13,4087,2,1 year
100469,8875,8875,0.1531,36 months,debt_consolidation,0.1490,SC,RENT,2302,665-669,8,10008,0,n/a
39792,7000,7000,0.1065,36 months,debt_consolidation,0.0738,CA,RENT,3333.33,700-704,7,12168,0,< 1 year
80904,12000,12000,0.1531,36 months,debt_consolidation,0.2183,VA,RENT,6416.67,680-684,20,11583,2,2 years
60688,21250,21250,0.1875,36 months,credit_card,0.2653,LA,OWN,4500,670-674,15,25287,2,10+ years
68301,3600,3600,0.1972,60 months,car,0.2222,KS,MORTGAGE,3200,680-684,13,11702,0,< 1 year
82419,12000,12000,0.1433,36 months,debt_consolidation,0.2820,KY,MORTGAGE,3333.33,670-674,11,10727,0,10+ years
71540,10050,10050,0.1433,36 months,credit_card,0.1648,CA,RENT,2500,690-694,7,13337,2,< 1 year
67109,4025,4025,0.0890,36 months,credit_card,0.1532,CA,MORTGAGE,5000,700-704,12,15943,0,8 years
48352,5000,5000,0.0662,36 months,debt_consolidation,0.0120,GA,RENT,5000,780-784,8,531,1,2 years
36706,16500,16400,0.1171,60 months,small_business,0.1207,OH,MORTGAGE,2750,775-779,11,2316,1,4 years
22993,10000,10000,0.0729,36 months,home_improvement,0.0794,CA,MORTGAGE,5833.33,735-739,12,3181,0,8 years
102441,7500,-0.01,0.1229,36 months,educational,0.2134,CA,MORTGAGE,8750,685-689,14,20947,7,5 years
50602,10000,10000,0.0603,36 months,debt_consolidation,0.2466,OH,MORTGAGE,2940.25,755-759,8,5904,0,10+ years
52285,10000,10000,0.0890,36 months,credit_card,0.2266,MN,RENT,2083.33,715-719,8,12724,0,9 years
77559,18000,18000,0.0790,36 months,credit_card,0.1836,GA,RENT,5833.33,730-734,16,12522,0,< 1 year
98980,7000,7000,0.1629,36 months,credit_card,0.2493,TX,MORTGAGE,3833.33,680-684,20,18792,3,3 years
92488,22000,21975,0.2247,60 months,debt_consolidation,0.3393,WV,MORTGAGE,5083.33,670-674,14,31152,2,10+ years
53808,6000,6000,0.1311,36 months,debt_consolidation,0.1240,WA,RENT,1000,685-689,18,3622,2,1 year
32517,5600,5600,0.0662,36 months,wedding,0.0723,NC,MORTGAGE,5833.33,750-754,8,8125,1,2 years
82160,9500,9500,0.1212,36 months,debt_consolidation,0.2406,MO,MORTGAGE,2519.17,705-709,7,8673,1,10+ years
47059,12000,12000,0.1311,36 months,debt_consolidation,0.1751,SC,MORTGAGE,9666.67,680-684,12,17226,0,5 years
19661,7200,7200,0.1037,36 months,debt_consolidation,0.0892,FL,MORTGAGE,4416.67,675-679,10,4137,0,2 years
89012,5000,5000,0.1580,36 months,debt_consolidation,0.2553,NC,RENT,6612,665-669,6,14283,0,10+ years
39468,8250,8086.75,0.1596,60 months,home_improvement,0.1560,NY,MORTGAGE,2917,695-699,13,4479,1,2 years
83422,30000,30000,0.2247,60 months,debt_consolidation,0.2007,NY,MORTGAGE,7916.67,690-694,9,4202,3,n/a
55690,10075,10075,0.1581,60 months,debt_consolidation,0.2380,DE,MORTGAGE,6583.33,700-704,15,13259,1,1 year
66424,9050,9050,0.1311,36 months,credit_card,0.2058,MI,MORTGAGE,5166.67,700-704,9,7571,1,7 years
98930,17500,17500,0.1016,36 months,credit_card,0.2364,CA,MORTGAGE,3333.33,700-704,10,21483,0,8 years
16158,10000,5334.01,0.0691,36 months,car,0.0883,TX,RENT,4166.67,730-734,5,6381,0,1 year
66360,10000,10000,0.0890,36 months,other,0.2010,MO,RENT,2870.42,715-719,11,18802,0,3 years
63941,8500,8500,0.1580,36 months,debt_consolidation,0.1740,MI,RENT,2500,690-694,6,6491,1,1 year
57456,16000,15975,0.1465,36 months,debt_consolidation,0.2015,NC,RENT,3666.67,675-679,15,6875,0,4 years
79611,2350,2350,0.1409,36 months,credit_card,0.1118,WA,MORTGAGE,1833.33,725-729,3,7463,1,n/a
20467,10000,9924.07,0.0729,36 months,medical,0.0470,NY,RENT,6083.33,730-734,10,7337,1,3 years
96157,25000,24975,0.1580,60 months,debt_consolidation,0.2118,MA,MORTGAGE,5458.33,735-739,26,27327,1,6 years
76957,8000,8000,0.1433,36 months,credit_card,0.2734,CA,RENT,3500,685-689,19,16395,2,7 years
78827,6000,6000,0.1311,36 months,credit_card,0.1675,OH,MORTGAGE,4166.67,670-674,9,4500,0,< 1 year
65280,4000,4000,0.1311,36 months,credit_card,0.1180,NY,RENT,5416.67,685-689,12,6616,1,1 year
79531,11500,11500,0.1114,36 months,credit_card,0.1800,WA,RENT,2916.67,715-719,14,13851,1,5 years
42255,12000,12000,0.0991,36 months,wedding,0.0410,WA,RENT,12500,705-709,9,22889,0,9 years
28871,15250,13914.17,0.1649,60 months,debt_consolidation,0.2057,FL,RENT,2916.67,690-694,10,17931,0,< 1 year
21867,5000,5000,0.1268,36 months,debt_consolidation,0.0920,FL,RENT,3500,695-699,6,3555,0,1 year
73473,6000,6000,0.0790,36 months,wedding,0.2075,IL,RENT,3750,715-719,12,4318,0,10+ years
56778,18225,18225,0.1629,60 months,credit_card,0.2261,PA,RENT,3166.67,710-714,7,12233,2,4 years
10642,15000,15000,0.1038,36 months,debt_consolidation,0.1687,IL,MORTGAGE,6312,735-739,17,14339,2,2 years
15899,4000,3882.78,0.0579,36 months,moving,0.2394,OH,RENT,4666.67,760-764,7,2889,2,9 years
92357,27000,27000,0.1212,60 months,debt_consolidation,0.1782,TX,MORTGAGE,7083.33,715-719,13,25137,0,8 years
9468,15000,14925,0.1385,36 months,other,0.0510,NY,RENT,3000,705-709,4,5936,1,3 years
77964,4950,4950,0.1016,36 months,other,0.1675,CA,RENT,1403.33,725-729,4,2738,1,2 years
23437,21000,20925,0.1000,36 months,credit_card,0.1408,CA,RENT,6250,730-734,8,21102,0,2 years
57704,9000,9000,0.1531,36 months,credit_card,0.1588,NY,RENT,5000,675-679,7,4532,1,10+ years
86747,21000,21000,0.1875,60 months,debt_consolidation,0.3171,NM,MORTGAGE,9583.33,695-699,19,30589,1,10+ years
61261,8000,8000,0.1905,36 months,debt_consolidation,0.0283,NY,RENT,3333.33,660-664,4,2832,0,n/a
15383,23000,21457.14,0.0691,60 months,debt_consolidation,0.1239,NH,MORTGAGE,4583.33,760-764,6,17695,2,4 years
56401,10000,10000,0.1465,36 months,debt_consolidation,0.1668,OH,MORTGAGE,8333.33,680-684,18,39461,2,4 years
16924,5000,4947.35,0.0999,60 months,credit_card,0.1080,CA,RENT,6400,730-734,8,5783,0,< 1 year
88301,5350,5350,0.1016,36 months,home_improvement,0.1645,NJ,MORTGAGE,11250,730-734,11,19184,3,8 years
40727,10000,10000,0.1242,36 months,credit_card,0.0977,CA,RENT,3500,705-709,9,10912,1,2 years
59413,24000,23975,0.1016,36 months,debt_consolidation,0.1553,OH,MORTGAGE,5416.67,720-724,11,17882,0,10+ years
